Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"D Jung-Lin Lee, J Lee, T Siddiqui, J Kim…",You can't always sketch what you want: Understanding Sensemaking in Visual Query Systems,2017,arXiv preprint arXiv …,adsabs.harvard.edu,http://adsabs.harvard.edu/abs/2017arXiv171000763J,,185,0,0,0,5,3,"Visual query systems (VQSs) empower users to interactively search for line charts with desired visual patterns, typically specified using intuitive sketch-based interfaces. Despite decades of past work on VQSs, these efforts have not translated to adoption in practice …"
0,"F Echtler, H Eden, D Fisher, M Fjeld, C François…","Joan Dimicco, IBM",,ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/4384104/,,186,0,0,0,6,,"Abdullah Al Mahmud, User-System Interaction, Eindhoven University of Technology Dima Aliakseyeu, Technical University Eindhoven, Department of Industrial Design, User-Centered Engineering Group Christopher Andrews, Virginia Polytechnic Institute and State University Trent …"
0,"S Dey, BRL Duff, N Chhaya, W Fu…",Recommendation for video advertisements based on personality traits and companion content,2020,Proceedings of the 25th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3377325.3377493,,187,0,0,0,5,1,"People encounter video ads every day when they access online content. While ads can be annoying or greeted with resistance, they can also be seen as informative and enjoyable. We asked the question, what might make an ad more enjoyable? And, do people with …"
0,"M Bendre, S Rahman, T Wattanawaroon, K Mack, Y Lu…",Directed Data Management: A New Frontier in Database Usability,,srahman7.web.engr.illinois.edu,,http://srahman7.web.engr.illinois.edu/papers/dataspread-vision.pdf,,188,0,0,0,6,,"Relational databases have limited usability for ad-hoc interactions with end-users. Inspired by the flexibility and ease-of-use of spreadsheets that stems from its direct manipulation capabilities, we propose a new research direction termed directed data management, to …"
0,"K Karahalios, G Dell, J Hengst",ACES: Promoting Empathy Towards Aphasia Through Language Distortion Emulation Software,2011,,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.220.8472&rep=rep1&type=pdf,,189,0,0,0,3,9,"Individuals with aphasia, an acquired communication disorder, constantly struggle against a world that does not understand them. This lack of empathy and understanding negatively impacts their quality of life. While aphasic individuals may appear to have lost cognitive …"
0,"Y Sun, PJ Brantingham, J Burck, M Burks, JP Caylor…","Sample, Char 2 Sangogboye, Fisayo Caleb 5 Schwee, Jens Hjort 5 Subrahmanian, Venkatramanan Siva 4",,ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/8366919/,,191,0,0,0,6,,"Page 1. Author Index Asher, Derrik E. 32 Bakdash, Jonathan 2 Behling, Josef 26 Bo, Xiao 20 Bowman, Elizabeth K. 1 Brantingham, P. Jeffrey 14 Burck, James 26 Burks, Michael 26 Caylor, Justine P. 32 Das, Anooshmita 5 Diesner, Jana 7, 44 Dinh, Ly 7 Dongjun, Suh 6 Furini, Marco …"
0,"M Pietrowicz, C Agurto, J Casebeer…",Dimensional Analysis of Laughter in Female Conversational Speech,2019,ICASSP 2019-2019 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8683566/,,192,0,0,0,4,1,"How do people hear laughter in expressive, unprompted speechƒ What is the range of expressivity and function of laughter in this speech, and how can laughter inform the recognition of higher-level expressive dimensions in a corpusƒ This paper presents a …"
0,"HK Kong, J Lee, K Karahalios",A Comparative Study of Visualizations with Different Granularities of Behavior for Communicating about Autism,2017,Proceedings of the ACM on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3134694,,193,0,0,0,3,3,This paper presents a comparative study of two webtools developed to capture engagement via visualization of coordinated communication behavior in children with autism. A clear preference arose for different tasks based on behavior granularity emphasis in the two …
0,"H Dev, K Karahalios, H Sundaram",Quantifying Voter Biases in Online Platforms: An Instrumental Variable Approach,2019,Proceedings of the ACM on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359222,,194,0,0,0,3,1,"In content-based online platforms, use of aggregate user feedback (say, the sum of votes) is commonplace as the"" gold standard"" for measuring content quality. Use of vote aggregates, however, is at odds with the existing empirical literature, which suggests that voters are …"
0,"E Gilbert, K Karahalios",Social Software as Social Science,2015,… The Secrets of Studying Behavior Online,books.google.com,https://books.google.com/books?hl=en&lr=&id=d1c1CwAAQBAJ&oi=fnd&pg=PA139&dq=%22karrie+karahalios%22&ots=MGUtqD7yfd&sig=c-QIbYQY7PSD4EvhwGWFUeZpTPE,,195,0,0,0,2,5,"For my dissertation, I built a Twitter application. 1 To understand why, imagine the following. Somebody you bumped into once at a conference starts calling you constantly. You do not have caller ID, so you either pick up the phone blindly or just let it ring, potentially missing …"
0,"S Dey, J Lee, WT Fu, K Karahalios",Study the Effect of Allocentric and Egocentric Interfaces in Indoor Navigation,,sdey4.web.engr.illinois.edu,,http://sdey4.web.engr.illinois.edu/images/1_papers/NavigationInterface_sdey.pdf,,196,0,0,0,4,,"ABSTRACT: From the User Interface(UI) point of view, all the navigation systems implemented in mobile devices can be broadly divided into two categories: 1) allocentric approach and 2) egocentric approach. Our focus is to understand how these two different approaches affect the …"
0,"E Gilbert, K Karahalios",Foundations and Trends® in Human–Computer Interaction,2014,Foundations and Trends® in Human–Computer …,,,,197,0,0,0,2,6,
0,"B Chee, K Karahalios, B Schatz",Information Visualization of Health Messages: Healthcare Systems as Social Networks,,,,,,198,0,0,0,3,,
0,"M Billinghurst, A Butz, H Eden, M Haller, K Karahalios…","Ali Mazalek, Georgia Tech Meredith Morris, Microsoft Research Kumiyo Nakakoji, University of Tokyo David Pinelle, University of Nevada, Las Vegas …",,ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/4384103/,,199,0,0,0,6,,"Mark Billinghurst, University of Canterbury Andreas Butz, University of Munich Hal Eden, University of Colorado at Boulder Michael Haller, Upper Austria University of Applied Sciences Karrie Karahalios, University of Illinois Judy Kay, University of Sydney Carsten Magerkurth, SAP Research …"
0,K Karahalios,Diorama,1998,ACM SIGGRAPH 98 Conference abstracts and …,dl.acm.org,https://dl.acm.org/doi/pdf/10.1145/280953.282422,,200,0,0,0,1,22,"The viewing system consists of a hand-held lens. This cur- rently exists in the form of a laptop. It is equipped with a small ccd camera and tracking sensors. As users move the lens, they see the physical world with an overlay of three- dimensional objects. These objects are …"
0,"M Kudeki, K Karahalios",Likeness and Dealbreakers: interpreting interpersonal compatibility from online music profiles,2013,IFIP Conference on Human-Computer …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-40477-1_46,,201,0,0,0,2,7,"How much would a stranger know about you if they knew only the last song you listened to? Quite a bit, at least according to the stranger. Music taste often acts as proxy for our personalities, and we constantly perform this taste perception online. In our study, we find …"
0,K Karahalios,Auditing Algorithms From the Outside: Methods and Implications,,mike.ananny.org,,http://mike.ananny.org/papers/anannyKarahaliosSandvigWilson_auditingAlgorithmsFromTheOutside_2014.pdf,,202,0,0,0,1,,"An emerging area of research we call “algorithm auditing” allows researchers, designers, and users new ways to understand the algorithms that increasingly shape our online life. This research investigates algorithms “from the outside,” testing them for problems and …"
0,"K Karahalios, A Monroy-Hernández, A Lampinen…",Proceedings of the ACM on Human-Computer Interaction Volume 2 Issue CSCW,2018,,dl.acm.org,https://dl.acm.org/citation.cfm?id=3290265,,203,0,0,0,4,2,"Help Design Your New ACM Digital Library. We're upgrading the ACM DL, and would like your input. Please sign up to review new features, functionality and page designs. Leave an email address: or Follow @ACMDL. or [Not interested]. Google, Inc. (search) …"
0,"P Yang, S Rahman, M Bendre, JS Park, KCC Chang…","“It'sa grid, it'sa form, it'sa spreadsheet!”: Revisiting Sensemaking with Spreadsheets for Presentation and Data Analysis",,srahman7.web.engr.illinois.edu,,http://srahman7.web.engr.illinois.edu/papers/mental-model_old.pdf,,204,0,0,0,6,,"Spreadsheets are one of the most popular tools for ad-hoc management, exploration, and analysis of data. Even so, it is not clear whether the tabular layout of spreadsheets is a natural fit for sensemaking. To understand (i) the association between tabular representation …"
0,"M Naaman, V Evers, K Karahalios…",CSCW 2018: Chairs' welcome,2018,Proceedings of the …,experts.illinois.edu,https://experts.illinois.edu/en/publications/cscw-2018-chairs-welcome,,205,0,0,0,4,2,"Naaman, M., Evers, V., Karahalios, K., Monroy-Hernández, A., Lampinen, A., & Fitzpatrick, G. (2018). CSCW 2018: Chairs' welcome. Proceedings of the ACM Conference on Computer Supported Cooperative Work, CSCW, III-IV … CSCW 2018 : Chairs' welcome. / Naaman, Mor; Evers …"
0,"D Farber, K Karahalios, B Ford",COMMUNICATIONS The Wrong Fix,2014,,"TECHNOL REV 1 MAIN ST, 13 FLR …",,,206,0,0,0,3,6,
0,"T Bergstrom, K Karahalios",Encouraging Initiative in the Classroom with a Fragmented Social Mirror,2010,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/17405,,207,0,0,0,2,10,"Inspiring and maintaining student participation in large classes can be a difficult task. Students benefit from an active experience as it helps them better understand the course material. However, it's easy to stay silent. There are few opportunities for students to speak …"
0,K Karahalios,Book Review: At a Distance: Precursors to Art and Activism on the Internet,2006,New Media & Society,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/146144480600800311?casa_token=bJpUqAohxXQAAAAA:-1B0GqcBpgA6A_TXh_UeR5qtE_Tk2oxxIOIPkLk-jt857DUwdnrS9Aj58v0xDeQ9rvIEZLqinTR_MA,,208,0,0,0,1,14,"At a Distance: Precursors to Art and Activism on the Internet is a thought-provoking collection of essays dealing with 'distance art'edited by Annmarie Chandler and Norie Neumark, both from the University of Technology in Sydney, Australia. There are many meanings of …"
0,"S Dey, WT Fu, K Karahalios",Understanding the Effect of the Combination of Navigation Tools in Learning Spatial Knowledge,2019,Symposium on Spatial User Interaction,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357251.3357582,,209,0,0,0,3,1,"Spatial knowledge about the environment often helps people accomplish their navigation and wayfinding tasks more efficiently. Off-the-shelf mobile navigation applications often focus on guiding people to go between two locations, ignoring the importance of learning …"
0,"M Eslami, K Karahalios",Communicating the Algorithmic Self to Users,,social.cs.uiuc.edu,,http://social.cs.uiuc.edu/papers/eslami-ICWSMworkshop18.pdf,,210,0,0,0,2,,"When you watch a movie on Netflix, look at an ad on a website, or click on a recommended products on Amazon, you consume this recommended information generated based on your algorithmically inferred attributes and interests. During recent years, many online platforms …"
0,"J Hailpern, K Karahalios, N Jitkoff","Clotho and Lachesis: Building, Optimizing and Validating Models to Predict Important Applications in a Real-World Context",2010,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/17091,,211,0,0,0,3,10,"When using the computer, each user has some notion that"" these applications are important"" at a given point in time. We term this subset of applications that a user values as high-utility applications. Identifying high-utility applications is a critical first step for Task Analysis, Time …"
0,"Z Xiao, PS Ho, X Wang, K Karahalios…",Should We Use an Abstract Comic Form to Persuade? Experiments with Online Charitable Donation,2019,Proceedings of the ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359177,,212,0,0,0,5,1,This paper examines the use of the abstract comic form for persuading online charitable donations. Persuading individuals to contribute to charitable causes online is hard and responses to the appeals are typically low; charitable donations share the structure of public …
